reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
JP-1881,Kenmin-no-mori Prefectural Park,39.7206,140.696,QM09ir,JP-AK,17,17,482,0,0
JP-1883,Oita Prefecture Museum of History Prefectural Park,33.542,131.361,PM53qn,JP-OT,5,5,166,0,0
JP-1884,Oita Kenmin no Mori Prefectural Park,33.1594,131.547,PM53sd,JP-OT,21,19,854,0,0
JP-1885,Oita Agricultural Prefectural Park,33.4331,131.43,PM53rk,JP-OT,8,8,348,0,0
JP-1886,Expo '70 Commemorative Prefectural Park,34.8112,135.53,PM74st,JP-OS,53,50,1278,0,0
JP-1887,Kenmin-no-mori Prefectural Park,39.8957,140.965,QM09lv,JP-IW,10,10,430,0,0
JP-1888,Senganishi Forest Prefectural Park,39.2217,141,QM09mf,JP-IW,33,30,1215,0,0
JP-1889,Ohokuboyama Forest Prefectural Park,39.1702,141.757,QM09ve,JP-IW,24,22,712,0,0
JP-1890,Orizumedake Forest Prefectural Park,40.2684,141.373,QN00qg,JP-IW,9,9,543,0,0
JP-1891,Takatamatsubara Memorial Prefectural Park,39.0069,141.627,QM09ta,JP-IW,21,21,743,0,0
JP-1892,Ishinomakiminamihama Memorial Prefectural Park,38.4184,141.303,QM08pk,JP-MG,19,19,561,0,0
JP-1893,Fukushima Memorial Prefectural Park,37.4649,141.031,QM07ml,JP-FS,10,10,589,0,0
JP-1899,Kasukabe Yumeno-mori Prefectural Park,35.954,139.738,PM95uw,JP-ST,118,115,2839,0,0
JP-1900,Chiba Prefectural Funabashi Forest Prefectural Park,35.7685,140.058,QM05as,JP-CH,39,38,1188,0,0
JP-1901,Chiba Prefectural Tonosho Forest Prefectural Park,35.7808,140.676,QM05is,JP-CH,43,39,1436,0,0
JP-1902,Chiba Prefectural Uchiurayama Forest Prefectural Park,35.1596,140.199,QM05cd,JP-CH,27,26,752,0,0
JP-1903,Tateyama Wild Bird Sanctuary Prefectural Park,34.9238,139.836,PM94ww,JP-CH,29,28,769,0,0
JP-1904,Chiba Prefectural Seiwa Forest Prefectural Park,35.1786,140.02,QM05ae,JP-CH,29,29,875,0,0
JP-1905,Chiba Prefectural Otaki Forest Prefectural Park,35.2824,140.235,QM05cg,JP-CH,29,27,1225,0,0
JP-1906,Fuefukigawa Fruit Prefectural Park,35.7025,138.665,PM95hq,JP-YN,75,72,2632,0,0
JP-1907,Midorigaoka Sports Prefectural Park,35.6849,138.557,PM95gq,JP-YN,36,33,908,0,0
JP-1908,Kamanashigawa Sports Prefectural Park,35.6513,138.507,PM95gp,JP-YN,36,36,983,0,0
JP-1909,Yamanashi Prefectural Museum of Art Prefectural Park,35.6604,138.538,PM95gp,JP-YN,23,23,509,0,0
JP-1910,Maizuru Castle Prefectural Park,35.6647,138.571,PM95gp,JP-YN,16,16,328,0,0
JP-1911,Kofu Chu-ou Prefectural Park,35.66,138.568,PM95gp,JP-YN,12,12,231,0,0
JP-1912,Kofu Marunouchi Prefectural Park,35.6633,138.567,PM95gp,JP-YN,12,12,208,0,0
JP-1913,Midai Prefectural Park,35.6685,138.44,PM95fq,JP-YN,31,28,819,0,0
JP-1914,Kanegawano mori Provincial Forest Prefectural Park,35.6399,138.676,PM95ip,JP-YN,32,29,820,0,0
JP-1915,Katsuragawa Wellness Prefectural Park,35.6221,138.996,PM95lo,JP-YN,54,51,1912,0,0
JP-1916,Yamanashi Prefectural Makiba Prefectural Park,35.9257,138.408,PM95ew,JP-YN,30,30,805,0,0
JP-1917,Kiyosato Okanokouen Prefectural Park,35.9013,138.429,PM95fv,JP-YN,29,28,812,0,0
JP-1918,Aichiken ryokka center Prefectural Park,35.1587,137.193,PM85od,JP-AI,93,84,2332,0,0
JP-1919,Kainan Kodomonokuni Prefectural Park,35.0956,136.757,PM85jc,JP-AI,111,108,2583,0,0
JP-1920,AichiYatomi Yachouen Prefectural Park,35.0488,136.784,PM85jb,JP-AI,110,109,2715,0,0
JP-1921,Aichi KenminnoMori Prefectural Park,35.007,137.623,PM85ta,JP-AI,54,47,1521,0,0
JP-1922,Aichiken Forest Prefectural Park,35.2339,137.052,PM85mf,JP-AI,177,174,4780,0,0
JP-1923,Korogi Athletic Prefectural Park,35.1654,137.049,PM85md,JP-AI,84,84,2283,0,1
JP-1924,LAGUNA BEACH Prefectural Park,34.8061,137.272,PM84pt,JP-AI,70,65,1929,0,0
JP-1925,Kaisho Forest Prefectural Park,35.1888,137.111,PM85ne,JP-AI,101,98,2373,0,0
JP-1926,Aichi Education and Sports Foundation Prefectural Park,35.302,136.846,PM85kh,JP-AI,70,64,2457,0,0
JP-1927,Jindai Botanical Garden Prefectural Park,35.6715,139.548,PM95sq,JP-TK,86,83,1655,0,0
JP-1928,Nakato Prefectural Park,35.7616,139.394,PM95qs,JP-TK,37,34,725,0,0
JP-1929,Takaido Prefectural Park,35.6842,139.604,PM95tq,JP-TK,68,63,1430,0,0
JP-1930,Niigata Seishonen no Mori Prefectural Park,38.0278,139.502,PM98sa,JP-NI,10,10,478,0,0
JP-1931,Gozu Kenmin-no-mori Prefectural Park,37.7715,139.363,PM97qs,JP-NI,8,8,426,0,0
JP-1932,Mitsuke Sugisawa no Mori Prefectural Park,37.5277,138.989,PM97lm,JP-NI,9,9,318,0,0
JP-1933,Myoko Sanroku Kenmin-no-mori Prefectural Park,36.8573,138.097,PM96bu,JP-NI,10,10,362,0,0
JP-1934,komorebi no Mori Prefectural Park,38.7872,140.788,QM08js,JP-MG,12,12,577,0,0
JP-1935,Showa Manyo no Mori Prefectural Park,38.4695,140.881,QM08kl,JP-MG,22,21,1067,0,0
JP-1936,Jomon no Mori Prefectural Park,38.4393,140.699,QM08ik,JP-MG,13,12,611,0,0
JP-1937,Forest Park Of Mie Prefectural Park,35.0468,136.479,PM85fb,JP-ME,59,57,1331,0,0
JP-1938,Ueno Forest Prefectural Park,34.7429,136.149,PM84br,JP-ME,25,25,518,0,0
JP-1939,Ichinoyanomori Prefectural Park,35.8699,139.912,PM95wu,JP-CH,66,57,1910,0,0
JP-1940,Kihoku Prefectural Park,34.3139,135.537,PM74sh,JP-WK,10,10,215,0,0
JP-1941,Wakayama Koutsuu Prefectural Park,34.2035,135.218,PM74oe,JP-WK,13,13,308,0,0
JP-1942,Ken-ei Fukushi Prefectural Park,34.535,135.784,PM74vm,JP-NR,64,62,984,0,0
JP-1944,Satsunankaigan Prefectural Nature Park,31.2473,130.433,PM51ff,JP-KS,5,5,210,0,0
JP-1945,Mishima Prefectural Park,30.7913,130.303,PM50ds,JP-KS,2,2,241,0,0
JP-1946,Tama Zoological Prefectural Park,35.6496,139.403,PM95qp,JP-TK,44,42,1126,0,0
JP-1947,Hinohara Tokyo Citizens' Forest Prefectural Park,35.7393,139.029,PM95mr,JP-TK,94,86,2626,0,0
JP-1948,Okutama Tokyo Citizens' Forest Prefectural Park,35.7768,139.082,PM95ms,JP-TK,40,37,1581,0,0
JP-1949,Ibaraki Prefectural Okukuji Forest Prefectural Park,36.7649,140.462,QM06fs,JP-IB,14,14,377,0,0
JP-1950,Ibaraki Prefectural Suigo Forest Prefectural Park,35.9852,140.545,QM05gx,JP-IB,35,35,974,0,0
JP-1951,Osaka Prefectural Agricultural Prefectural Park,34.3868,135.391,PM74qj,JP-OS,17,17,291,0,0
JP-1952,Fumin-no-mori Kurondo Enchi Prefectural Park,34.7647,135.705,PM74us,JP-OS,19,19,355,0,0
JP-1953,Fumin-no-mori Hoshida Enchi Prefectural Park,34.7514,135.686,PM74us,JP-OS,16,15,314,0,0
JP-1954,Fumin-no-mori Muroike Enchi Prefectural Park,34.7287,135.667,PM74ur,JP-OS,18,18,415,0,0
JP-1955,Fumin-no-mori Kusaka Enchi Prefectural Park,34.691,135.668,PM74uq,JP-OS,13,13,276,0,0
JP-1956,Fumin-no-mori Nukata Enchi Prefectural Park,34.6772,135.673,PM74uq,JP-OS,15,15,269,0,0
JP-1957,Fumin-no-mori Narukawa Enchi Prefectural Park,34.6666,135.666,PM74tp,JP-OS,42,33,621,0,0
JP-1958,Fumin-no-mori Mizunomi Enchi Provincial Park,34.6375,135.659,PM74tp,JP-OS,73,71,1543,0,0
JP-1959,Fumin-no-mori Chihaya Enchi Prefectural Park,34.4129,135.677,PM74uj,JP-OS,13,13,223,0,0
JP-1960,Fumin-no-mori Horigo Enchi Prefectural Park,34.3334,135.324,PM74pi,JP-OS,15,14,316,0,0
JP-1961,Chiba Port Prefectural Park,35.5991,140.099,QM05bo,JP-CH,207,200,6419,0,0
JP-1962,Sodegaura Kaihin Prefectural Park,35.4558,139.954,PM95xk,JP-CH,94,89,2805,0,1
JP-1963,Funabashi Port Shinsui Prefectural Park,35.6882,139.987,PM95xq,JP-CH,39,38,969,0,0
JP-1964,Shinminato Prefectural Park,35.3656,139.895,PM95wi,JP-CH,66,63,1392,0,0
JP-1965,Shiohama Prefectural Park,35.3791,139.909,PM95wj,JP-CH,76,75,2160,0,0
JP-1966,Futtsuminato Prefectural Park,35.3223,139.819,PM95vh,JP-CH,70,69,1877,0,0
JP-1967,Naikou Prefectural Park,35.3868,139.916,PM95wj,JP-CH,77,74,1743,0,1
JP-1968,Naikou Kita Prefectural Park,35.3885,139.915,PM95wj,JP-CH,61,60,1513,0,0
JP-1969,Kazusa Minatoko Kaihin Prefectural Park,35.2241,139.871,PM95wf,JP-CH,55,54,1528,0,0
JP-1970,Naaraiko Kaihin Prefectural Park,35.706,140.838,QM05kq,JP-CH,51,48,1414,0,0
JP-1971,Okitsu Port Seashore Prefectural Park,35.1328,140.247,QM05cd,JP-CH,32,32,1097,0,0
JP-1972,Senba Prefectural Park,36.3682,140.467,QM06fi,JP-IB,27,24,444,0,0
JP-1973,Kencho Higashi Park SHIBA Prefectural Park,36.3411,140.449,QM06fi,JP-IB,15,14,292,0,0
JP-1974,Sawatarigawa Ryokuchi Prefectural Park,36.3807,140.447,QM06fj,JP-IB,18,17,301,0,0
JP-1975,Sakuragawa Ryokuchi Prefectural Park,36.3639,140.444,QM06fi,JP-IB,20,20,359,0,0
JP-1976,Kitauragawa Ryokuchi Prefectural Park,35.9077,140.116,QM05bv,JP-IB,43,41,1144,0,0
JP-1977,Geidai Ryokuchi Prefectural Park,35.8838,140.11,QM05bv,JP-IB,24,22,523,0,0
JP-1978,Akatsuka (JP-IB) Prefectural Park,36.0516,140.131,QM06bb,JP-IB,50,47,895,0,0
JP-1979,Kasumigaura Comprehensive Prefectural Park,36.0635,140.22,QM06cb,JP-IB,70,67,1688,0,0
JP-1980,Ibaraki Airport Prefectural Park,36.1766,140.407,QM06ee,JP-IB,32,31,925,0,0
JP-1981,Gunma Ikoi-no-mori Prefectural Park,36.491,138.936,PM96ll,JP-GM,33,28,710,0,0
JP-1982,Shizuoka Performing Arts Prefectural Park,34.9809,138.449,PM94fx,JP-SZ,227,219,8381,0,0
JP-1983,Shizuoka Prefectural Public Forest Prefectural Park,35.2407,138.282,PM95df,JP-SZ,24,24,903,0,0
JP-1984,Kyoto Botanical Gardens Prefectural Park,35.049,135.763,PM75vb,JP-KY,11,11,287,0,0
JP-1985,Katsuragawa Sports Prefectural Park,34.9992,135.694,PM74ux,JP-KY,14,11,268,0,0
JP-1986,Wakagawa Riverside Prefectural Park,34.2046,135.18,PM74oe,JP-WK,19,18,429,0,0
JP-1987,Wakayama Prefecture Botanical Park Ryokka Center Prefectural Park,34.2858,135.328,PM74pg,JP-WK,14,13,299,0,0
JP-1988,Negoroyama Genkinomori Prefectural Park,34.2941,135.329,PM74ph,JP-WK,14,14,352,0,0
JP-1989,Gomadanzan Forest Prefectural Park,34.0406,135.566,PM74sa,JP-WK,11,11,327,0,0
JP-1990,Wakayama Prefecture Kii-fudoki-no-oka Museum of Archaeology and Folklore Prefectural Park,34.2283,135.23,PM74of,JP-WK,14,13,301,0,0
JP-1991,Maiko Prefectural Park,34.6308,135.034,PM74mp,JP-HG,26,26,637,0,0
JP-1992,Amagasaki no Mori Chuo Ryokuchi Prefectural Park,34.6954,135.382,PM74qq,JP-HG,45,40,1130,0,0
JP-1993,Takarazuka Nishitani no Mori Prefectural Park,34.8984,135.296,PM74pv,JP-HG,64,60,1898,0,0
JP-1994,Sasayama no Mori Prefectural Park,35.0594,135.361,PM75qb,JP-HG,22,21,850,0,0
JP-1995,Tamba Namikimichi Chuo Prefectural Park,35.0772,135.157,PM75nb,JP-HG,46,45,1398,0,0
JP-1996,Awaji Ishi no Neya Ryokuchi Prefectural Park,34.5929,135.001,PM74mo,JP-HG,14,14,311,0,0
JP-1997,Miki Sogo Bosai Prefectural Park,34.7841,135.049,PM74ms,JP-HG,176,170,4690,0,0
JP-1998,Nishiina Prefectural Park,34.8008,135.418,PM74rt,JP-HG,42,37,1244,0,0
JP-1999,Nadayama Ryokuchi Prefectural Park,34.5628,135.007,PM74mn,JP-HG,13,12,226,0,0
JP-2000,Awaji Hanasajiki Prefectural Park,34.5536,134.978,PM74ln,JP-HG,11,10,204,0,0
JP-2001,Yashiro Forest Prefectural Park,34.9081,135.04,PM74mv,JP-HG,62,61,1356,0,0
JP-2002,"Naka,Yachiyo Forest Prefectural Park",35.0281,134.908,PM75ka,JP-HG,15,15,399,0,0
JP-2003,Yumesaki no Mori Prefectural Park,34.9376,134.664,PM74hw,JP-HG,17,17,399,0,0
JP-2004,Toga Art Prefectural Park,36.4324,137.043,PM86mk,JP-TY,7,7,223,0,0
JP-2005,Ishikawa Prefectural Forest,36.6891,136.75,PM86jq,JP-IS,35,35,1465,0,0
JP-2006,Konan Sports Prefectural Park,36.6326,136.674,PM86ip,JP-IS,32,32,828,0,0
JP-2007,Notojima Seaside Prefectural Park,37.1486,136.982,PM87ld,JP-IS,9,9,327,0,0
JP-2008,Yuuhidera Kenmin Nature Garden Prefectural Park,36.5724,136.707,PM86in,JP-IS,20,20,554,0,0
JP-2009,Ishikawa Kenmin-no-mori Prefectural Park,36.2246,136.456,PM86ff,JP-IS,10,9,300,0,0
JP-2011,Tottori Sakyu Kodomonokuni Prefectural Park,35.5338,134.224,PM75cm,JP-TT,20,18,443,0,0
JP-2012,Tottori Hanakairo-Flower Prefectural Park,35.348,133.424,PM65ri,JP-TT,14,14,343,0,0
JP-2013,Forest Park Tottori Deainomori Prefectural Park,35.4907,134.17,PM75cl,JP-TT,13,13,329,0,0
JP-2014,Forest Park 21st Century Prefectural Park,35.4168,134.207,PM75ck,JP-TT,11,11,233,0,0
JP-2015,Tottori Mukibanda Historic Site Prefectural Park,35.462,133.453,PM65rl,JP-TT,14,14,333,0,0
JP-2016,Miyajima Prefectural Park,34.2736,132.305,PM64dg,JP-HS,17,16,475,0,0
JP-2017,Ehime Kodomonoshiro Prefectural Park,33.7617,132.797,PM63js,JP-EH,13,13,232,0,0
JP-2018,Ehime Forest Prefectural Park,33.7501,132.74,PM63is,JP-EH,13,13,441,0,0
JP-2019,Miyazaki Seaside Prefectural Park,31.9299,131.468,PM51rw,JP-MZ,32,31,1070,0,0
JP-2020,Miyazaki Prefectural Aoshima Subtropical Botanic Garden Prefectural Park,31.8018,131.47,PM51rt,JP-MZ,16,15,370,0,0
JP-2021,Lupinus Prefectural Park,32.1711,131.521,PM52se,JP-MZ,14,14,410,0,0
JP-2022,Kawaminami Yugaku no Mori National Park,32.2434,131.489,PM52rf,JP-MZ,11,10,344,0,0
JP-2023,Hinamoridai Kenmin Fureai no Mori Prefectural Park,31.9319,130.94,PM51lw,JP-MZ,11,11,426,0,0
JP-2024,Tomoni Manabu Mori Prefectural Park,31.9918,131.207,PM51ox,JP-MZ,10,10,314,0,0
JP-2025,The Shigaraki Ceramic Cultural Prefectural Park,34.8857,136.059,PM84av,JP-SH,22,21,647,0,0
JP-2026,Biwako Kodomonokuni Prefectural Park,35.3204,136.075,PM85ah,JP-SH,16,14,562,0,0
JP-2027,Shiga Prefecture Kibougaoka Cultural Prefectural Park,35.0543,136.068,PM85ab,JP-SH,22,22,612,0,0
JP-2028,Omifuji Karyoku Prefectural Park,35.0537,136.044,PM85ab,JP-SH,22,22,458,0,0
JP-2029,Hinomine Omiko Regional Prefectural Park,34.031,134.587,PM74ha,JP-TS,47,42,2358,0,0
JP-2030,Naruto Uchinoumi Prefectural Park,34.21,134.597,PM74hf,JP-TS,23,23,587,0,0
JP-2031,Asutamu Land Tokushima Prefectural Park,34.153,134.441,PM74fd,JP-TS,12,12,316,0,0
JP-2032,Tokushima Prefectural Sanagouchi Ikimonofureainosato Prefectural Park,33.9687,134.414,PM73ex,JP-TS,6,6,337,0,1
JP-2033,Takamaruyama Sennennomori Prefectural Park,33.8818,134.332,PM73dv,JP-TS,4,4,189,0,0
JP-2034,Kuramoto Prefectural Park,34.0748,134.514,PM74gb,JP-TS,12,12,270,0,0
JP-2035,Shikoku Saburo No Sato Prefectural Park,34.0422,134.002,PM74ab,JP-TS,8,8,445,0,0
JP-2036,Tokushima Prefectural Dejima Wild Bird Garden Prefectural Park,33.9594,134.672,PM73ix,JP-TS,64,62,1789,0,0
JP-2037,Shinmachigawa Prefectural Park,34.0769,134.544,PM74gb,JP-TS,10,10,203,0,0
JP-2038,Imperial Palace Outer Garden National Government Park,35.6802,139.758,PM95vq,JP-TK,627,569,15421,0,0
JP-2039,Kyoto Gyoen National Government Park,35.0234,135.763,PM75va,JP-KY,18,17,397,0,0
JP-2040,Shinjuku Gyoen National Government Park,35.6852,139.71,PM95uq,JP-TK,157,146,3211,0,0
JP-2041,Donguri Land Prefectural Park,34.219,134.075,PM74af,JP-KG,15,14,232,0,0
JP-2042,Sanuki Kodomonokuni Prefectural Park,34.2121,134.017,PM74af,JP-KG,15,14,279,0,0
JP-2043,Sakaide Kansyo Ryokuchi Prefectural Park,34.3245,133.832,PM64vh,JP-KG,22,21,450,0,0
JP-2044,Setoohashi kinenkouen Prefectural Park,34.3514,133.826,PM64vi,JP-KG,29,24,580,0,0
JP-2045,Kagawayosui Memorial Prefectural Park,34.0992,133.765,PM64vc,JP-KG,34,30,961,0,0
JP-2046,Kozai Nishichiku Kowan Ryokuchi Prefectural Park,34.3579,133.996,PM64xi,JP-KG,23,20,590,0,0
JP-2047,Sanuki Airport Prefectural Park,34.2209,134.015,PM74af,JP-KG,14,13,238,0,0
JP-2048,Koutougawa Prefectural Park,34.3248,134.01,PM74ah,JP-KG,23,23,573,0,0
JP-2049,Olive Prefectural Park,34.4729,134.274,PM74dl,JP-KG,12,12,459,0,0
JP-2050,Dokigawa Prefectural Park,34.254,133.836,PM64wg,JP-KG,35,32,971,0,0
JP-2051,Ritsurin Garden Prefectural Park,34.3297,134.044,PM74ah,JP-KG,13,13,320,0,0
JP-2052,Ohno Odaiba Prefectural Park,36.617,136.606,PM86ho,JP-IS,31,31,785,0,0
JP-2053,Aomori Prefectural Sport Prefectural Park,40.8063,140.707,QN00it,JP-AO,25,24,627,0,0
JP-2054,Iwate Prefectural Sports Prefectural Park,39.7362,141.119,QM09nr,JP-IW,20,19,537,0,0
JP-2055,Fureai Ryokuchi Prefectural Park,40.1978,140.36,QN00ee,JP-AK,14,13,435,0,0
JP-2056,Toyama Nature Museum Prefectural Park,36.6391,137.082,PM86mp,JP-TY,12,12,313,0,0
JP-2057,Yatyou no sono Prefectural Park,36.6603,137.104,PM86np,JP-TY,6,6,186,0,0
JP-2058,Ranjyou no mori Prefectural Park,36.6366,137.047,PM86mp,JP-TY,13,13,379,0,0
JP-2059,Toyama 21st Century Forest Prefectural Park,36.428,137.084,PM86nk,JP-TY,8,8,231,0,0
JP-2060,Arimine Shinrin Bunka Prefectural Park,36.4915,137.459,PM86rl,JP-TY,6,6,243,0,0
JP-2061,Botanic Gardens of Toyama Prefectural Park,36.6628,137.181,PM86op,JP-TY,9,9,207,0,0
JP-2062,Kencho Mae Prefectural Park,36.6964,137.211,PM86oq,JP-TY,7,7,149,0,0
JP-2063,Rinkai Bird Prefectural Park,36.7823,137.105,PM86ns,JP-TY,14,13,279,0,0
JP-2064,Minami Suiro Ryokuchi Prefectural Park,36.7631,137.113,PM86ns,JP-TY,11,11,290,0,0
JP-2065,lumberyard Ryokuchi Prefectural Park,36.7702,137.097,PM86ns,JP-TY,12,12,228,0,0
JP-2066,Kaikou monument Ryokuchi Prefectural Park,36.7749,137.113,PM86ns,JP-TY,13,13,276,0,0
JP-2067,Genki no mori Prefectural Park,36.776,137.128,PM86ns,JP-TY,13,13,316,0,0
JP-2068,Ariake Shinsui Seaside Prefectural Park,35.6432,139.796,PM95vp,JP-TK,77,72,1287,0,0
JP-2069,Harumi Greenway Prefectural Park,35.6506,139.779,PM95vp,JP-TK,59,56,1432,0,0
JP-2070,Harumi Port Prefectural Park,35.6483,139.771,PM95vp,JP-TK,97,90,2592,0,0
JP-2071,National Ainu National Government Park,42.5599,141.365,QN02qn,JP-HK,11,10,290,0,0
JP-2072,Marine Park Nezugaseki Prefectural Park,38.5566,139.545,PM98sn,JP-YT,19,19,704,0,0
JP-2073,Yamizo Kenmin Recreation Prefectural Park,36.6993,140.073,QM06aq,JP-TC,29,27,828,0,0
JP-2074,Nerima-joshi Prefectural Park,35.7463,139.642,PM95tr,JP-TK,156,146,3020,0,0
JP-2075,Umi-no-Mori Prefectural Park,35.6067,139.809,PM95vo,JP-TK,45,43,1688,0,0
JP-2076,Kaiwomaru Prefectural Park,36.78,137.108,PM86ns,JP-TY,15,15,314,0,0
JP-2077,Tatsunokuchi Kyuuryou Prefectural Park,36.4381,136.546,PM86gk,JP-IS,18,17,776,0,0
JP-2078,Jyumoku Prefectural Park,36.431,136.641,PM86hk,JP-IS,19,19,619,0,0
JP-2079,Higashi Prefectural Park,36.6284,136.639,PM86hp,JP-IS,7,7,180,0,0
JP-2080,Minato Prefectural Park,36.6063,136.616,PM86ho,JP-IS,8,8,182,0,0
JP-2081,Goroujima Prefectural Park,36.617,136.624,PM86ho,JP-IS,7,7,205,0,0
JP-2082,Chikaokaryokuchi Prefectural Park,36.6121,136.628,PM86ho,JP-IS,22,22,570,0,0
JP-2083,Minato syou Prefectural Park,37.0489,136.977,PM87lb,JP-IS,6,6,124,0,0
JP-2084,Biwan Prefectural Park,37.0483,136.982,PM87lb,JP-IS,8,8,224,0,0
JP-2085,Nanao Marine Prefectural Park,37.0485,136.97,PM87lb,JP-IS,10,10,378,0,0
JP-2086,Togakushi Forest Botanical Garden Prefectural Park,36.752,138.077,PM96as,JP-NN,17,17,522,0,0
JP-2087,Ikuhisa Prefectural Park,36.0823,136.222,PM86cb,JP-FI,18,18,526,0,0
JP-2088,Fukui Undou Prefectural Park,36.0517,136.184,PM86cb,JP-FI,20,18,615,0,0
JP-2089,Tamba-no-Mori Prefectural Park,35.1222,135.072,PM75mc,JP-HG,17,16,384,0,0
JP-2090,Maruyamagawa Prefectural Park,35.6339,134.826,PM75jp,JP-HG,13,12,322,0,0
JP-2091,Kunimi-no-Mori Prefectural Park,34.986,134.523,PM74gx,JP-HG,14,14,397,0,0
JP-2092,Shimane Prefecutural Furusato Forest Prefectural Park,35.3859,132.894,PM65kj,JP-SM,20,19,517,0,0
JP-2093,Okayama Prefectural Forest,35.2809,133.878,PM65wg,JP-OY,7,7,207,0,0
JP-2094,Yamaguchi Prefectural Seminar Prefectural Park,34.0604,131.436,PM54rb,JP-YC,9,8,145,0,0
JP-2095,Kirarahama Nature Observation Prefectural Park,34.0205,131.379,PM54qa,JP-YC,8,8,230,0,0
JP-2096,Hokigamine Forest Prefectural Park,33.6691,133.68,PM63uq,JP-KC,7,7,280,0,0
JP-2097,Kannourako Kaigan Ryokuchi Prefectural Park,33.5429,134.294,PM73dn,JP-KC,8,7,384,0,0
JP-2098,Teiko Kaigan Ryokuchi Prefectural Park,33.5348,133.752,PM63vm,JP-KC,7,7,278,0,0
JP-2099,Hijima Kotsu Prefectural Park,33.5734,133.551,PM63sn,JP-KC,8,7,135,0,0
JP-2100,Shiouji Kenmin No Mori Prefectural Park,33.5343,130.519,PM53gm,JP-FO,13,12,506,0,0
JP-2101,Yasu Kogen Kinen No Mori Prefectural Park,33.4914,130.658,PM53hl,JP-FO,7,6,170,0,0
JP-2102,Hadomisaki Kaihin Prefectural Park,33.5507,129.855,PM43wn,JP-SG,9,9,356,0,0
JP-2103,Nagasaki Kotsu Prefectural Park,32.7786,129.856,PM42ws,JP-NS,9,9,189,0,0
JP-2104,Amami Prefectural Park,28.4172,129.694,PL48uk,JP-KS,3,3,220,0,0
JP-2105,Aichi Children's World Prefectural Park,34.7924,137.158,PM84nt,JP-AI,48,47,1843,0,0
JP-2106,Showa-no-mori Prefectural Park,35.1704,137.199,PM85oe,JP-AI,103,98,2843,0,0
JP-2107,Hidakasanmyaku-Erimo-Tokachi National Park,42.4067,142.918,QN12lj,JP-HK,8,7,276,0,0
JP-2108,Chikatsu Asuka Fudoki-No-Oka Historical Prefectural Park,34.5017,135.641,PM74tm,JP-OS,12,12,319,0,0
JP-2109,Garden of the Diet Front Park,35.6767,139.748,PM95uq,JP-TK,25,22,894,0,0
JP-2110,The Kochi Prefectural Makino Botanical Garden Prefectural Park,33.5483,133.579,PM63sn,JP-KC,2,2,147,0,0
