SummitCode,SummitName,Latitude,Longitude,AltM
JA/FS-068,Maeyama,37.43090,139.23640,1033
JA/FS-069,Hiraishiyama,37.41250,139.25980,1031
JA/FS-070,Near Ushiroyama,37.22470,139.72150,1020
JA/FS-071,JA/FS-071,37.30490,139.86459,1001
JA/FS-072,Ryugatake,37.97850,140.27870,994
JA/FS-073,Utsurigatake,37.48350,140.61630,994
JA/FS-074,Hiyama,37.40400,140.73351,993
JA/FS-075,Shinzawayama,37.85360,140.30630,989
JA/FS-076,Konbogiyama,37.27190,140.11560,987
JA/FS-077,Ookurayama,37.40450,139.28461,985
JA/FS-078,Sugamayama,37.16580,139.78220,984
JA/FS-079,Takaiharayama,37.33880,140.09579,981
JA/FS-080,Kurootokoyama,37.50960,139.60320,980
JA/FS-081,Near Ichinosawayama,37.32790,139.55589,970
JA/FS-082,Hayama,37.31640,140.69130,970
JA/FS-083,Kaneishigatoyasan,37.33330,139.42970,970
JA/FS-084,Takahatayama,37.37400,140.20419,968
JA/FS-085,Budouzawayama,37.83220,140.28780,967
JA/FS-086,Kamakuradake,37.46700,140.68890,967
JA/FS-087,Yadaijinyama,37.28700,140.68919,965
JA/FS-088,Myouousan,37.29370,139.66980,964
JA/FS-089,JA/FS-089,37.86450,140.29041,964
JA/FS-090,JA/FS-090,37.17530,139.77991,962
JA/FS-091,Toitayama,37.37380,139.48050,958
JA/FS-092,Yomogidadake,37.26580,140.53470,952
JA/FS-093,Ookurayama,37.54470,139.56889,950
JA/FS-094,Toyamorisan,37.73640,139.72710,950
JA/FS-095,Ootsumayama,37.39220,139.53670,943
JA/FS-096,Maeyama,37.29690,139.92140,941
JA/FS-097,Mimatsuyama,37.38360,139.57530,927
JA/FS-098,Takazasayama,36.91330,140.31760,922
JA/FS-099,Kuramaeyama,37.47580,139.46449,922
JA/FS-100,Tatsugoyama,37.50150,140.69600,921
JA/FS-101,Hanazukayama,37.65330,140.66820,919
JA/FS-102,Ishikuiyama,37.40250,139.68660,915
JA/FS-103,Near Nanjikurayama,37.35680,139.39410,910
JA/FS-104,Omakidake,37.38730,139.30330,910
JA/FS-105,Manzairakusan,37.90580,140.47929,910
JA/FS-106,JA/FS-106,37.50400,139.55850,900
JA/FS-107,Fukairiyama,37.40790,139.50020,898
JA/FS-108,Hayama,37.56280,140.62410,897
JA/FS-109,Mitsumori,37.88640,140.38210,897
JA/FS-110,Onigajyouyama,37.28120,140.73399,892
JA/FS-111,Takashibayama,37.35450,140.58180,884
JA/FS-112,Gojyuninyama,37.48420,140.74550,883
JA/FS-113,Hikageyama,37.31810,140.57240,879
JA/FS-114,Kittoyasan,37.21060,140.86740,875
JA/FS-115,Oosasayama,36.94690,140.34129,875
JA/FS-116,Shiandake,37.37650,139.97330,874
JA/FS-117,Shibakurayama,37.36190,139.33521,871
JA/FS-118,Near Hyugayama,37.96030,140.42090,865
JA/FS-119,Tatakaiyama,37.62230,140.72220,863
JA/FS-120,Near Ippaisan,37.32530,140.54320,860
JA/FS-121,Kuchibutoyama,37.61130,140.60960,843
JA/FS-122,Mikabuyama,37.01760,140.59261,842
JA/FS-123,Maeyama,37.44460,139.56619,835
JA/FS-124,Misakayama,37.47160,139.61549,832
JA/FS-125,Near Denjyoyama,37.47580,140.66580,830
JA/FS-126,Ryouzen,37.76870,140.68719,825
JA/FS-127,Shiramaishiyama,37.57260,140.71300,821
JA/FS-128,Fukiyayama,37.43860,139.95540,820
JA/FS-129,Shibayama,37.15800,140.61270,819
JA/FS-130,Souyama,37.46050,139.55800,816
JA/FS-131,Kagurayama,37.22350,140.81120,808
JA/FS-132,Near Asahiyama,36.96140,140.58310,800
JA/FS-133,Moriyayama,37.53900,140.29890,795
JA/FS-134,Ootakadoya,37.37140,140.84990,794
JA/FS-135,Iitaniyama,37.52900,139.68581,783
JA/FS-136,Nihongawa,37.10030,140.71370,781
JA/FS-137,Myoukenyama,37.35030,140.21860,777
JA/FS-138,Uguisudan,37.52290,140.28481,760
JA/FS-139,Kitarouyama,37.30130,140.87190,750
JA/FS-140,Mizuishiyama,37.10950,140.79781,735
JA/FS-141,Yunotake,37.45740,139.68381,729
JA/FS-142,Kotayuuyama,37.59580,140.80310,722
JA/FS-143,Katasoneyama,37.42650,140.56841,719
JA/FS-144,Jikkokuyama,37.25580,140.59230,718
JA/FS-145,Shirainomori,37.58950,140.60030,714
JA/FS-146,Omaru,37.49120,140.83620,713
JA/FS-147,Yadakeyama,37.66360,140.75380,707
JA/FS-148,Toratoriyama,37.74200,140.69380,706
JA/FS-149,Tsuchiuzumiyama,37.62590,139.54660,697
JA/FS-150,Myoujindake,37.71240,140.70509,679
JA/FS-151,Utsuminesan,37.29700,140.46919,677
JA/FS-152,Tekurayama,37.80050,140.79320,672
JA/FS-153,Kuromoriyama,37.82190,140.36560,667
JA/FS-154,Ooashiyama,37.66010,140.83200,656
JA/FS-155,Takamatsuyama,37.52250,140.31770,641
JA/FS-156,Notegamiyama,37.64130,140.80640,629
JA/FS-157,Sekiyama,37.07830,140.24831,619
JA/FS-158,Umanose,37.48430,140.88631,616
JA/FS-159,Hinatakurayama,37.50520,139.66640,605
JA/FS-160,Megamiyama,37.70860,140.56720,599
JA/FS-161,Murohara,37.64510,140.86520,597
JA/FS-162,Toyasan,37.58450,139.70970,581
JA/FS-163,Oonagurayama,37.51570,140.35510,570
JA/FS-164,Daisakuyama,37.85520,140.42191,568
JA/FS-165,Hinokiyama(Hiyama),36.83850,140.40469,510
JA/FS-166,Karousan,37.86160,140.86150,430
JA/FS-167,Kuziraishi,37.68280,140.87469,423
JA/FS-168,Atagoyama,36.95490,140.71240,366
JA/FS-169,Jizoumori,37.88870,140.85980,348
JA/FS-170,Takifuji,36.96600,140.73599,306
JA/FS-171,Tokugamori,37.80050,140.60950,290
JA/FS-172,Shinobuyama,37.77060,140.46159,275
JA/FS-173,Near Mitsuiwadake,37.08090,139.37711,2070
JA/FS-174,Issaikyozan,37.73540,140.24429,1949
JA/FS-175,Azumayama,37.72460,140.18719,1933
JA/FS-176,Oosugidake,36.99840,139.30389,1922
JA/FS-177,Oonakagoyama,36.98720,139.41290,1844
JA/FS-178,Tsuboiriyama,37.11810,139.37440,1774
JA/FS-179,Takayuyama,37.13300,139.33940,1747
JA/FS-180,Kushigamine,37.60970,140.08549,1636
JA/FS-181,Akaiwatakayama,37.03000,139.27541,1497
JA/FS-182,Sarukurayama,37.25290,139.26511,1455
JA/FS-183,Ooshirabuyama,37.31810,139.83200,1381
JA/FS-184,Akashibayama,37.20380,139.19479,1352
JA/FS-185,Hakeyama,37.05020,139.41760,1347
JA/FS-186,Ootsukayama,37.82050,139.84700,1322
JA/FS-187,Sagurayama(Warisagurayama),37.07180,139.56830,1304
JA/FS-188,Kosugouyama,37.07010,139.43300,1296
JA/FS-189,Takakurayama,37.22280,139.92950,1284
JA/FS-190,Takamoriyama,37.65780,140.22701,1249
JA/FS-191,Gozengatake,37.26110,139.67500,1233
JA/FS-192,Kurikoyama,37.87430,140.27000,1217
JA/FS-193,Nakanomori,37.17300,139.68010,1216
JA/FS-194,Takizawayama,37.12980,139.78590,1211
JA/FS-195,Toukurayama,37.18990,139.57091,1175
JA/FS-196,JA/FS-196,37.07440,139.71550,1140
JA/FS-197,Akahaneyama,37.22970,139.44350,1127
JA/FS-198,Eboshidake,37.34710,139.83839,1095
JA/FS-199,Sakurayama,37.08780,139.58470,1073
JA/FS-200,Takamatsuyama,37.25230,139.30730,1069
JA/FS-201,Takenoyama,37.39030,139.72800,1037
JA/FS-202,Hiraishizawa,37.41250,139.25999,1031
JA/FS-203,Tokurayama,37.28150,140.03391,1021
JA/FS-204,Kimenyama,37.30570,140.11720,1021
JA/FS-205,Toyayama(Toriyadoyama),37.24860,139.75400,1011
JA/FS-206,Denjyosan,37.25630,139.57010,999
JA/FS-207,Mochikurayama,37.30190,139.96980,997
JA/FS-208,Sekinoyama,37.19470,139.50620,993
JA/FS-209,Kasakurayama,37.42990,139.35980,993
JA/FS-210,Gontagurayama,37.25700,140.12860,976
JA/FS-211,Toitayama,37.37460,139.48550,960
JA/FS-212,Washigakurayama,37.38150,139.36150,918
JA/FS-213,Sarukuragatake,37.41720,139.71339,906
JA/FS-214,JA/FS-214,37.87390,140.33990,901
JA/FS-215,JA/FS-215,37.76750,139.77530,894
JA/FS-216,Kurateyama,37.50100,140.18950,864
JA/FS-217,Koutaishiyama,37.59370,140.72620,863
JA/FS-218,Nakayama(Kanatsukayama),37.28560,139.89590,855
JA/FS-219,Sugamayama,37.49680,140.17300,855
JA/FS-220,Tokurayama,37.30120,139.32510,846
JA/FS-221,Gamoudake,37.38850,139.33549,828
JA/FS-222,Ishitoriyama,37.30850,139.63330,810
JA/FS-223,Nakanomoriyama,37.54130,140.76241,802
JA/FS-224,Kanayama,37.42700,140.06180,802
JA/FS-225,Tennouzan,37.43850,140.73120,798
JA/FS-226,Kuriyagawayama,37.00010,140.26750,792
JA/FS-227,Oodairayama,37.38720,139.94650,771
JA/FS-228,Tenkichouyama,37.14370,140.64420,770
JA/FS-229,Futaedaira,37.40990,139.94910,760
JA/FS-230,Oohidoyama,37.35020,139.30029,760
JA/FS-231,Takamoriyama,37.39120,140.11250,756
JA/FS-232,Futatsuishiyama,37.33140,140.52190,742
JA/FS-233,Yakikura,36.98570,140.63789,740
JA/FS-234,JA/FS-234,37.42600,140.85159,727
JA/FS-235,Katagishiyama,37.40210,140.07800,711
JA/FS-236,Tsubanadairayama,37.34090,140.63651,710
JA/FS-237,Daibutsuyama,37.69360,139.92810,710
JA/FS-238,Kenbunyama,37.50200,140.23061,706
JA/FS-239,Takatoribayama,37.61790,140.58170,672
JA/FS-240,Near Butsuguyama,36.91550,140.67920,670
JA/FS-241,Mitsumoriyama,37.19340,140.91029,655
JA/FS-242,JA/FS-242,37.38640,139.80730,640
JA/FS-243,Tenjyoyama,37.71240,140.54250,532
JA/FS-244,Amidayama,36.99910,140.35280,528
JA/FS-245,Karasutouge,37.14190,140.29480,484
JA/FS-246,Jyumankou,37.65520,140.87711,407
JA/FS-247,Tendoutsuka,36.85530,140.39059,400
JA/FS-248,Gosyadan,37.87980,140.86189,383
JA/FS-249,JA/FS-249,37.70530,140.88440,350
JA/FS-250,Jinnoyama,36.98140,140.72639,269
JA/FS-251,JA/FS-251,37.08270,139.71049,1139
JA/FS-252,Ooginomayama,37.10200,139.70061,1095
JA/FS-253,Wakakuriyama,37.44700,140.17960,1030
JA/GF-001,Norikuradake (Kengamine),36.10650,137.55360,3026
JA/GF-002,Marishitenzan,35.90490,137.47670,2959
JA/GF-003,Kasagatake,36.31550,137.55040,2898
JA/GF-004,Sugorokudake,36.37190,137.58701,2860
JA/GF-005,Kurobegoroudake (Nakanomatadake),36.39250,137.53999,2840
JA/GF-006,Yotsudake,36.14770,137.55251,2745
JA/GF-007,Hakusan (Gozengamine),36.15510,136.77130,2702
JA/GF-008,Bessan,36.10540,136.76570,2399
JA/GF-009,Ookibanotsuji,36.27260,137.54210,2232
JA/GF-010,Okusanboudake,36.17970,136.84630,2150
JA/GF-011,Terashiyama,36.19410,137.52209,2063
JA/GF-012,Sawarabora,36.33870,137.47749,2007
JA/GF-013,Sarugababayama,36.22590,136.94290,1875
JA/GF-014,Oizurugadake,36.29850,136.79221,1841
JA/GF-015,Tengudake,35.72670,137.47890,1824
JA/GF-016,Okusangaidake,35.68160,137.50720,1811
JA/GF-017,Hondani,36.39810,137.45630,1794
JA/GF-018,Maruyama,36.04970,136.79691,1786
JA/GF-019,Mitsugatsujiyama,36.33800,136.94991,1764
JA/GF-020,Wasafu zekko,36.42000,137.42700,1731
JA/GF-021,Kuwasakiyama,36.35110,137.41840,1728
JA/GF-022,Yakeyama,35.40390,137.56419,1710
JA/GF-023,Dainichigatake,36.00140,136.83780,1709
JA/GF-024,Nobusegadake,36.01290,136.73241,1674
JA/GF-025,Washigatake,35.94040,136.97150,1672
JA/GF-026,JA/GF-026,36.04120,136.73540,1669
JA/GF-027,JA/GF-027,35.88330,137.26849,1650
JA/GF-028,Nigorigoyama,35.96120,137.39920,1634
JA/GF-029,Yamanakayama,35.95710,137.00439,1631
JA/GF-030,Kaoredake,36.00820,137.14960,1626
JA/GF-031,Nougouhakusan (Gongensan),35.76240,136.51401,1617
JA/GF-032,Shirakimine,36.41550,137.11211,1596
JA/GF-033,Sekibutsu,36.03650,137.50990,1594
JA/GF-034,Takatokiyama,35.73290,137.40700,1564
JA/GF-035,Kitasoureyama,36.28000,136.95711,1555
JA/GF-036,Ootani,36.13700,137.00369,1536
JA/GF-037,Tengaisan,36.35030,137.36230,1527
JA/GF-038,Ibuseyama,36.18990,137.11259,1519
JA/GF-039,Kamiodani,35.95640,137.16229,1511
JA/GF-040,JA/GF-040,36.01960,137.35049,1485
JA/GF-041,Nishinodaira,36.09040,136.99080,1481
JA/GF-042,Funayama,36.02420,137.23950,1479
JA/GF-043,Koshigaya,36.09700,137.04500,1465
JA/GF-044,Minoheikedake,35.80110,136.74071,1450
JA/GF-045,Higashimata,36.33460,137.05209,1444
JA/GF-046,Ootani,36.30320,137.42261,1440
JA/GF-047,JA/GF-047,36.35130,137.08000,1439
JA/GF-048,Oohiro,36.04420,137.35260,1434
JA/GF-049,Nagarehayama,36.32320,137.23579,1423
JA/GF-050,Takinamiyama,35.79780,136.77431,1412
JA/GF-051,Karataniyama,35.83750,137.27750,1412
JA/GF-052,Suzugahora,36.01180,137.19440,1402
JA/GF-053,Rokutanyama,36.46370,137.30870,1398
JA/GF-054,Urushiyamadake,36.40140,137.25800,1393
JA/GF-055,Numatabora,36.01740,137.12720,1388
JA/GF-056,Bisyamondake,35.93910,136.79230,1385
JA/GF-057,Manoya,36.21800,137.04939,1381
JA/GF-058,Hiyama,36.04420,137.04880,1379
JA/GF-059,Ikenoyama,36.42700,137.31100,1369
JA/GF-060,Ikenoyama,36.42700,137.31100,1369
JA/GF-061,Ozakiyama,36.21970,137.10060,1368
JA/GF-062,Takoudo,36.05600,136.88960,1362
JA/GF-063,Nishiyama,35.92760,136.78380,1359
JA/GF-064,Byoubuzan,35.79690,136.62660,1354
JA/GF-065,Odaruyama,35.53360,137.60710,1342
JA/GF-066,Motaieboshidake,35.88290,136.96970,1341
JA/GF-067,Kouyama,36.30820,137.17551,1337
JA/GF-068,Ooamamiyama,36.25340,137.29849,1336
JA/GF-069,Dounotenjyo,35.75200,136.69569,1333
JA/GF-070,Takahatayama,36.43320,137.34019,1332
JA/GF-071,Kunimiyama,36.25140,137.36270,1318
JA/GF-072,Kanakusodake,35.55020,136.33710,1317
JA/GF-073,Takamaru,35.67230,136.31680,1316
JA/GF-074,Takatoyama,36.27110,137.06310,1297
JA/GF-075,Somugiyama,35.64820,136.40280,1296
JA/GF-076,JA/GF-076,35.72740,136.32471,1294
JA/GF-077,Sanshyuugatake,35.68360,136.30009,1292
JA/GF-078,Higashigahora,35.92280,137.10240,1287
JA/GF-079,Kasura,36.30480,136.86659,1279
JA/GF-080,Nonomata,36.04430,136.91690,1265
JA/GF-081,Bungen,35.50710,136.39670,1259
JA/GF-082,JA/GF-082,35.77410,136.68719,1251
JA/GF-083,Senkaizawayama,35.72370,136.37180,1246
JA/GF-084,Kaitsukiyama,35.51790,136.42210,1234
JA/GF-085,Ojirogiyama,35.70680,136.63409,1234
JA/GF-086,Kanakusadake,35.78700,136.36011,1227
JA/GF-087,Kougasan,35.67180,136.85930,1224
JA/GF-088,Futatsumoriyama,35.57190,137.40041,1224
JA/GF-089,Nagao,36.36890,137.22340,1222
JA/GF-090,Ninagadake,35.72020,136.70280,1216
JA/GF-091,Yanadaniyama,35.83670,137.12340,1214
JA/GF-092,Ushio,36.42170,137.16409,1206
JA/GF-093,Kuroduyama,35.63590,136.42661,1193
JA/GF-094,Hanabusayama,35.62020,136.51930,1189
JA/GF-095,Torasuyama,35.47380,136.40199,1183
JA/GF-096,Syakamine,35.75680,136.35370,1175
JA/GF-097,Kaminarikura,35.63660,136.54691,1169
JA/GF-098,Gongendake,35.59750,136.49440,1157
JA/GF-099,JA/GF-099,35.60290,137.38670,1156
JA/GF-100,Tonobora,35.83200,137.04660,1154
JA/GF-101,Oonagi,35.70740,137.33780,1145
JA/GF-102,Genjidake,36.10240,137.20370,1143
JA/GF-103,Hotokegaoyama,35.90330,137.17850,1139
JA/GF-104,Sannotani,36.27390,137.20531,1137
JA/GF-105,JA/GF-105,35.75050,136.86060,1132
JA/GF-106,Miyabora,36.08620,137.21390,1131
JA/GF-107,Kasagiyama,35.51060,137.34779,1128
JA/GF-108,Kunimidake,35.46170,136.42110,1126
JA/GF-109,Mitsuoyama,35.67900,136.76950,1107
JA/GF-110,Asaya,35.86560,137.15060,1103
JA/GF-111,Hachioyama,35.79270,137.21181,1101
JA/GF-112,Ozouzoyama,36.33960,136.86060,1085
JA/GF-113,Wakidaniyama,35.61470,136.38361,1080
JA/GF-114,Shikaasobiyama,35.56520,137.34270,1080
JA/GF-115,Kaburayama,35.73670,136.79961,1069
JA/GF-116,Oodawa,35.62480,136.33771,1068
JA/GF-117,Hassyakudani,36.09680,137.27820,1053
JA/GF-118,Nishikawayama,35.79530,136.86530,1052
JA/GF-119,Nabekurayama,35.52900,136.46980,1050
JA/GF-120,Takane,35.66840,136.84180,1050
JA/GF-121,Near Iwadake,35.67490,136.61861,1050
JA/GF-122,Imabuchigatake,35.63200,136.87790,1048
JA/GF-123,Funabuseyama,35.65830,136.68150,1040
JA/GF-124,JA/GF-124,35.69830,136.74319,1030
JA/GF-125,Takaiwa,35.63940,137.36971,1004
JA/GF-126,Kasanoo,35.61740,137.34460,1002
JA/GF-127,Hondouzan,36.27130,137.11540,995
JA/GF-128,Midagahorayama,36.07100,137.28011,994
JA/GF-129,Shinsuzan,35.64650,137.39990,974
JA/GF-130,JA/GF-130,36.13180,137.33859,962
JA/GF-131,Zekkou,35.81910,137.01120,960
JA/GF-132,Zouzouyama,36.28400,136.89030,952
JA/GF-133,JA/GF-133,35.73130,136.75600,950
JA/GF-134,Fujishimayama,35.65020,137.28270,945
JA/GF-135,Takamineyama,35.55050,137.50591,945
JA/GF-136,Ikedayama,35.44100,136.51700,924
JA/GF-137,JA/GF-137,35.43640,136.46530,919
JA/GF-138,Mukouyama,35.92930,136.85490,918
JA/GF-139,JA/GF-139,35.50170,136.49921,910
JA/GF-140,Natsuyake,35.76000,137.24249,909
JA/GF-141,Takaterayama,35.68170,137.21840,908
JA/GF-142,Shougadake,35.28370,136.51120,908
JA/GF-143,Kengyouzan,35.52700,137.26900,905
JA/GF-144,Atsutani,35.76930,137.19450,898
JA/GF-145,Muzoreyama,35.59780,137.28340,889
JA/GF-146,Iwagoke,35.72230,137.26080,887
JA/GF-147,Mineyama,35.64560,136.75740,881
JA/GF-148,Iwaya,35.74580,137.17439,873
JA/GF-149,JA/GF-149,35.73510,136.58940,870
JA/GF-150,Gongenyama,35.53110,137.28931,867
JA/GF-151,Hakusan,35.61980,137.22870,863
JA/GF-152,Jyouganesan,35.60800,137.51379,837
JA/GF-153,Hinokio,35.57120,136.43629,827
JA/GF-154,Fukabora,36.18050,137.23039,825
JA/GF-155,Tashiroyama,35.35270,137.32730,820
JA/GF-156,Chigosan,35.75150,136.99380,818
JA/GF-157,Kurodake,35.70150,137.06760,795
JA/GF-158,Takatoyama,35.24310,137.43060,795
JA/GF-159,JA/GF-159,35.41360,136.46001,790
JA/GF-160,Takeyama,35.71150,137.00751,775
JA/GF-161,Tairangi,35.70600,137.15590,773
JA/GF-162,Nabeyama,35.41440,137.40109,771
JA/GF-163,Mitsuko,35.73370,137.02341,760
JA/GF-164,JA/GF-164,35.73080,137.00040,750
JA/GF-165,Kokashibora,35.60250,136.66341,745
JA/GF-166,Ooizumimura,35.32190,137.36659,740
JA/GF-167,Sasagatawa,35.57500,137.16701,740
JA/GF-168,Muryojyuzan,35.54460,137.20650,730
JA/GF-169,Oohira,35.58900,137.24100,724
JA/GF-170,Tounokura,35.55090,136.53619,720
JA/GF-171,JA/GF-171,35.25540,136.42821,711
JA/GF-172,JA/GF-172,35.68090,137.10950,704
JA/GF-173,Hananashiyama,35.42830,137.44530,702
JA/GF-174,Suisyouyama,35.62160,137.13890,688
JA/GF-175,Toyama,35.52180,137.16200,686
JA/GF-176,Myouhougatake,35.54500,136.59621,667
JA/GF-177,Tashiroyama,35.60160,137.18629,666
JA/GF-178,Gozengatake,35.66010,137.10950,664
JA/GF-179,Miyama,35.45340,137.29910,660
JA/GF-180,Tsurugi,35.84030,136.89510,640
JA/GF-181,Noukoyama,35.54510,137.09410,633
JA/GF-182,Takaokayama,35.64060,137.09560,603
JA/GF-183,Takeyama,35.60440,137.05620,599
JA/GF-184,Funayamadake,35.65300,137.01140,591
JA/GF-185,Kusumi,35.45650,137.34821,580
JA/GF-186,Nakazako,35.61890,136.98660,569
JA/GF-187,Near Gotenzan,35.54810,137.04770,554
JA/GF-188,Tennouzan,35.56110,136.86681,538
JA/GF-189,Funnyoujisan,35.56920,136.82381,520
JA/GF-190,Gongenyama,35.56360,136.83900,516
JA/GF-191,Oomoyama,35.54390,136.65970,453
JA/GF-192,JA/GF-192,35.69110,136.95399,448
JA/GF-193,JA/GF-193,35.60410,136.80130,444
JA/GF-194,Matoyama,35.52430,136.53799,443
JA/GF-195,Mirokuyama,35.31460,137.06531,437
JA/GF-196,Kojyouzan,35.55850,136.93170,437
JA/GF-197,Oobotoke,35.54970,136.95930,435
JA/GF-198,Ganmatayama,35.50550,136.63609,430
JA/GF-199,Near Nanguusan,35.34980,136.50661,420
JA/GF-200,Todogamine,35.46310,136.80009,418
JA/GF-201,Unumamura,35.42810,136.94550,383
JA/GF-202,Yukouyama,35.51450,136.68530,374
JA/GF-203,Nishiyama,35.41750,136.98480,340
JA/GF-204,Kinkazan,35.43340,136.78149,329
JA/GF-205,Gongenyama,35.44450,136.86830,317
JA/GF-206,Oobora,35.50570,136.71330,317
JA/GF-207,Nyoraigatake,35.49940,136.76360,276
JA/GF-208,Momisawadake,36.36660,137.60789,2755
JA/GF-209,Sangenyama,35.93670,137.42140,1800
JA/GF-210,JA/GF-210,36.17780,136.94420,1760
JA/GF-211,Nijyudaki,36.27730,136.85170,1441
JA/GF-212,Soureyama,36.26570,136.94960,1433
JA/GF-213,Akigamigongensan,36.06370,137.41611,1415
JA/GF-214,Roppouzan,36.11170,137.39960,1403
JA/GF-215,Oozoreyama,35.94140,137.31230,1367
JA/GF-216,Kentouzan,35.98130,136.96010,1352
JA/GF-217,Near Ooborayama,36.33790,137.26801,1351
JA/GF-218,Oofurui,36.03710,137.46460,1349
JA/GF-219,Tanaborayama,36.04950,137.40860,1320
JA/GF-220,Kuroteyama,36.06450,137.33659,1316
JA/GF-221,Oomukai,36.11290,137.37640,1316
JA/GF-222,Wakamaruyama,35.77260,136.44580,1286
JA/GF-223,Kobokura,35.73150,136.68640,1182
JA/GF-224,Near Toya,36.28320,137.27480,1140
JA/GF-225,Orihora,35.82520,137.07610,1110
JA/GF-226,JA/GF-226,35.64950,136.35860,1090
JA/GF-227,Horayama,36.06640,137.24800,1089
JA/GF-228,Oobora,35.66850,136.77930,1089
JA/GF-229,Near Mitsumata,35.62490,136.31740,1070
JA/GF-230,Gyozuibora,35.84830,137.20020,1069
JA/GF-231,Tsukiyodaniyama,35.59930,136.56190,1066
JA/GF-232,JA/GF-232,35.52100,136.47169,1050
JA/GF-233,Near Umase,35.76780,136.84470,990
JA/GF-234,Tsugadate,35.66240,137.39670,984
JA/GF-235,Iwasaki,36.19300,137.28439,946
JA/GF-236,Youkinyama,35.59670,136.59860,940
JA/GF-237,Kurami,35.67960,136.59489,927
JA/GF-238,Hiraiwa,36.23100,137.15630,910
JA/GF-239,Notakiyama,35.76060,137.27670,881
JA/GF-240,Eboshidake,35.22820,136.43340,870
JA/GF-241,Near Arisaka,35.75410,136.91229,830
JA/GF-242,JA/GF-242,35.72270,136.81480,790
JA/GF-243,Togeppou,35.73220,137.22130,775
JA/GF-244,Uchigato,36.29980,136.88660,765
JA/GF-245,Nishinohara,35.70740,136.92661,733
JA/GF-246,Kawamata,35.56390,137.19710,716
JA/GF-247,Tougebora,35.69570,137.19920,700
JA/GF-248,JA/GF-248,35.68620,137.07230,700
JA/GF-249,Aidodake,35.61590,136.78860,671
JA/GF-250,JA/GF-250,35.61450,137.15570,663
JA/GF-251,JA/GF-251,35.62030,137.11960,650
JA/GF-252,Honjinyama,35.43590,137.29240,633
JA/GF-253,Hakusan2,35.72870,136.96260,618
JA/GF-254,Near Takiba,35.65310,137.22610,610
JA/GF-255,Nagahora,35.65670,137.13850,565
JA/GF-256,Near Shoaitouge,35.63130,137.09081,550
JA/GF-257,Tanjyoyama,35.55740,136.88831,501
JA/GF-258,JA/GF-258,35.65000,137.16110,420
JA/GF-259,Takayashiroyama,35.34670,137.06911,416
JA/GF-260,Oohirayama,35.51580,137.01990,380
JA/GF-261,Ookayama,35.57630,137.02071,359
JA/GF-262,Fujiyama,35.50900,137.03540,357
JA/GF-263,Takagiyama,35.50360,137.02290,344
JA/GF-264,Near Kinbara,35.56950,136.64270,320
JA/GF-265,Matsukurayama,35.53350,136.91870,316
JA/GF-266,Kitayama,35.42610,136.92149,289
JA/GF-267,Jyogamine,35.47630,136.75150,288
JA/GF-268,Iwatayama,35.43860,136.82471,270
JA/GF-269,Gobouyama,35.43010,136.91040,262
JA/GF-270,Near Mitsuminesan,35.42980,136.82941,245
JA/GF-271,Mayuyama,35.47750,136.76920,231
JA/GF-272,Gomoyama,35.47910,136.71170,225
JA/GF-273,Katsurabata,35.80250,137.17171,888
JA/GF-274,Yukiai,35.64370,137.05620,522
JA/GF-275,Yamaguchi,35.51260,136.66431,297
JA/GM-001,Azumayasan,36.54180,138.41299,2354
JA/GM-002,Shibutsusan,36.90340,139.17320,2228
JA/GM-003,Tsubakurosuyama,36.85270,139.34860,2222
JA/GM-004,Omeshidake,36.62880,138.45860,2160
JA/GM-005,Hotakayama,36.80520,139.13260,2158
JA/GM-006,Shiroudake,36.84410,139.32990,2156
JA/GM-007,Shirasunayama,36.73810,138.69350,2140
JA/GM-008,Uenokurayama,36.76040,138.72250,2120
JA/GM-009,Akaishiyama,36.70380,138.54350,2109
JA/GM-010,Sennokurayama,36.81750,138.83949,2026
JA/GM-011,Nikurayama,36.88640,139.27170,2024
JA/GM-012,Keiduruyama,36.95690,139.21060,2004
JA/GM-013,Donabeyama,36.60110,138.44070,2000
JA/GM-014,Kakumayama,36.45290,138.40829,1981
JA/GM-015,Mitsukabeyama,36.71900,138.62080,1970
JA/GM-016,Makihatayama,36.97860,138.96429,1967
JA/GM-017,Mantarousan,36.82420,138.87920,1954
JA/GM-018,Ozawadake,36.98730,139.04720,1946
JA/GM-019,Asahidake,36.88070,138.97260,1945
JA/GM-020,Sajikiyama,36.44240,138.42700,1931
JA/GM-021,Karasawayama,36.93570,138.96671,1900
JA/GM-022,Nishiyama,36.84130,139.19820,1898
